"","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"3208",113779,"Brooklyn","B",26,"Caribbean","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",2016-04-15
"3209",64794,"Manhattan","A",10,"Pizza","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-08-21
"3210",144287,"Brooklyn","B",19,"American","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2016-03-30
"3211",8564,"Manhattan","A",8,"Greek","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-09-15
"3212",6885,"Manhattan","A",10,"American","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2016-05-31
"3213",66337,"Manhattan","A",11,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-16
"3214",143590,"Brooklyn","A",12,"Chinese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-06-27
"3215",151559,"Brooklyn","A",9,"Italian","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-11-20
"3216",92062,"Bronx","B",25,"Italian","Live roaches present in facility's food and/or non-food areas.",2015-04-13
"3217",185010,"Queens","A",9,"Chinese","Thawing procedures improper.",2014-10-14
"3218",32112,"Manhattan","A",5,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-06-15
"3219",72236,"Manhattan","A",12,"Barbecue","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2017-06-13
"3220",115302,"Brooklyn","A",6,"American","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2017-06-28
"3221",22240,"Manhattan","A",10,"Ethiopian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-09-20
"3222",139972,"Brooklyn","A",13,"Bakery","Wiping cloths soiled or not stored in sanitizing solution.",2017-03-02
"3223",133516,"Brooklyn","A",8,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-11-05
"3224",67170,"Manhattan","A",13,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-05-02
"3225",187063,"Queens","A",12,"Chinese","Proper sanitization not provided for utensil ware washing operation.",2017-01-04
"3226",34323,"Manhattan","A",13,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-10-06
"3227",19777,"Manhattan","A",10,"Pizza","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-03-03
"3228",147122,"Brooklyn","A",13,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-05-04
"3229",147588,"Brooklyn","B",14,"Caribbean","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-03-12
"3230",55603,"Manhattan","A",4,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-04-12
"3231",128121,"Brooklyn","A",9,"American","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2014-03-19
"3232",68915,"Manhattan","A",10,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-09-18
"3233",45526,"Manhattan","A",9,"French","Proper sanitization not provided for utensil ware washing operation.",2014-04-17
"3234",58610,"Manhattan","A",13,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2016-09-01
"3235",101307,"Queens","A",6,"Pizza","Single service item reused, improperly stored, dispensed; not used when required.",2016-03-17
"3236",150863,"Brooklyn","A",13,"American","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2014-04-09
"3237",102403,"Queens","A",9,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-01-27
"3238",68922,"Manhattan","A",13,"Bakery","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2015-05-18
"3239",143853,"Brooklyn","B",17,"Indian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-11-10
"3240",147260,"Brooklyn","A",8,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-01-15
"3241",2433,"Manhattan","A",12,"Korean","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-01-23
"3242",166081,"Queens","B",26,"Peruvian","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-09-20
"3243",138648,"Brooklyn","B",15,"Creole","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",2015-06-25
"3244",96750,"Bronx","A",4,"Soul Food","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-08-08
"3245",9256,"Manhattan","B",23,"Pizza","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2015-12-17
"3246",173325,"Queens","A",10,"Bakery","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-04-14
"3247",28715,"Manhattan","B",23,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-12-04
"3248",78519,"Staten Island","A",11,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-06-11
"3249",66862,"Manhattan","A",9,"Café/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-06-14
