"","X1","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"2202",109949,109949,"Brooklyn","A",11,"Caribbean","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-05-15
"2203",167704,167708,"Queens","A",9,"CafÃ©/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-11-22
"2204",17105,17105,"Manhattan","A",11,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",2016-03-09
"2205",150995,150995,"Brooklyn","A",12,"American","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-12-22
"2206",170307,170311,"Queens","B",22,"Sandwiches","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2016-09-27
"2207",183806,183810,"Queens","A",10,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-02-22
"2208",49956,49956,"Manhattan","A",10,"Chinese/Japanese","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2014-09-25
"2209",124276,124276,"Brooklyn","A",13,"Chinese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-03-02
"2210",178065,178069,"Queens","A",13,"Bakery","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-03-11
"2211",76133,76133,"Staten Island","B",18,"Mexican","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2017-03-22
"2212",114502,114502,"Brooklyn","B",20,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-07-29
"2213",88701,88701,"Bronx","A",11,"Chinese","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",2015-03-13
"2214",2612,2612,"Manhattan","A",11,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-04-19
"2215",80436,80436,"Staten Island","A",12,"American","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2016-05-11
"2216",89653,89653,"Bronx","A",9,"Pizza/Italian","Canned food product observed dented and not segregated from other consumable food items.",2015-06-25
"2217",78325,78325,"Staten Island","C",29,"Donuts","Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",2015-12-16
"2218",86061,86061,"Bronx","A",13,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Live roaches present in facility's food and/or non-food areas.",2015-05-22
"2219",94190,94190,"Bronx","A",12,"Indian","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-01-19
"2220",180892,180896,"Queens","A",12,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-07-25
"2221",15197,15197,"Manhattan","A",9,"Sandwiches/Salads/Mixed Buffet","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-06-27
"2222",170342,170346,"Queens","A",8,"Ice Cream, Gelato, Yogurt, Ices","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2015-10-01
"2223",171994,171998,"Queens","A",10,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Food Protection Certificate not held by supervisor of food operations.",2016-10-18
"2224",150266,150266,"Brooklyn","B",19,"Pizza","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2017-04-07
"2225",87669,87669,"Bronx","A",NA,"Chicken",NA,1900-01-01
"2226",28977,28977,"Manhattan","A",12,"American","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-04-22
"2227",6836,6836,"Manhattan","A",10,"Chinese","Hot food item not held at or above 140Âº F.",2015-08-03
"2228",24801,24801,"Manhattan","A",11,"Italian","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-12-04
"2229",123150,123150,"Brooklyn","A",9,"Eastern European","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-02-02
"2230",148609,148609,"Brooklyn","A",12,"Mexican","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2016-04-20
"2231",38299,38299,"Manhattan","A",11,"American","Hot food item not held at or above 140Âº F.",2016-03-24
"2232",163274,163278,"Queens","C",38,"Peruvian","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-07-14
"2233",54943,54943,"Manhattan","A",12,"Chinese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-06-22
"2234",187447,187451,"Queens","A",13,"Chinese","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2014-09-23
"2235",82701,82701,"Bronx","A",9,"Spanish","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-12-15
"2236",187113,187117,"Queens","A",12,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-09-08
"2237",113356,113356,"Brooklyn","B",17,"Caribbean","Hot food item not held at or above 140Âº F.",2017-01-25
"2238",13428,13428,"Manhattan","A",7,"Armenian","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-07-07
"2239",126968,126968,"Brooklyn","B",21,"Caribbean","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-10-13
"2240",18595,18595,"Manhattan","A",10,"Eastern European","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2016-04-06
"2241",4391,4391,"Manhattan","A",4,"American","Food contact surface not properly maintained.",2015-11-17
"2242",114576,114576,"Brooklyn","C",48,"Indian","Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.",2014-08-21
"2243",134046,134046,"Brooklyn","A",12,"Mediterranean","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",2016-07-20
"2244",132016,132016,"Brooklyn","A",10,"Chinese","Single service item reused, improperly stored, dispensed; not used when required.",2015-05-22
"2245",123104,123104,"Brooklyn","A",9,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-01-15
"2246",74862,74862,"Staten Island","B",16,"Caribbean","Hot food item not held at or above 140Âº F.",2017-07-03
